price,mileage,year,make,model,trim,distance from zip
"$22,999","21,800 mi.",2021,Volkswagen,Tiguan,['SEL'],(12 mi. from 33186)
"$23,433","18,508 mi.",2021,Jeep,Grand,"['Cherokee', 'WK', 'Limited']",(8 mi. from 33186)
"$24,888","14,500 mi.",2021,Mazda,CX-5,"['Grand', 'Touring']",delivers to 33186
"$25,695","33,055 mi.",2021,Acura,RDX,"['Technology', 'Package']",(10 mi. from 33186)
"$26,995","84,890 mi.",2021,Chevrolet,Silverado,"['1500', 'LT']",(18 mi. from 33186)
"$27,495","50,445 mi.",2021,Mercedes-Benz,C-Class,"['C', '300']",(18 mi. from 33186)
"$27,698","25,159 mi.",2021,Nissan,Rogue,['Platinum'],(18 mi. from 33186)
"$29,255","46,303 mi.",2021,Honda,Odyssey,['EX-L'],(18 mi. from 33186)
"$44,995","28,191 mi.",2021,Lexus,GX,"['GX', '460', 'Premium']",delivers to 33186
"$152,135","4,088 mi.",2021,Mercedes-Benz,G-Class,"['G', '550']",delivers to 33186
Inquire,"34,624 mi.",2021,Mazda,CX-5,['Sport'],delivers to 33186
Inquire,"15,531 mi.",2021,Honda,Accord,['Sport'],delivers to 33186
Inquire,"26,251 mi.",2021,Toyota,Camry,['SE'],delivers to 33186
Inquire,"36,530 mi.",2021,Mercedes-Benz,GLB,['250'],(10 mi. from 33186)
Inquire,"59,566 mi.",2021,Nissan,Rogue,"['Sport', 'S']",(18 mi. from 33186)
Inquire,"45,872 mi.",2021,Lexus,RX,"['RX', '350']",(18 mi. from 33186)
Inquire,"24,020 mi.",2021,Lexus,NX,"['NX', '300']",(18 mi. from 33186)
Inquire,"31,500 mi.",2021,Lexus,NX,"['NX', '300']",(18 mi. from 33186)
Inquire,"27,105 mi.",2021,Subaru,Crosstrek,"['2.0i', 'Premium']",(18 mi. from 33186)
Inquire,"36,337 mi.",2021,Toyota,Highlander,['L'],(26 mi. from 33186)
"$45,995","47,406 mi.",2020,Cadillac,Escalade,['Luxury'],delivers to 33186
Inquire,"40,638 mi.",2020,Lexus,RX,"['RX', '350', 'F']",(10 mi. from 33186)
Inquire,"80,823 mi.",2020,Volkswagen,Passat,['SE'],(18 mi. from 33186)
"$25,841","50,574 mi.",2019,Toyota,Camry,['XSE'],(26 mi. from 33186)
Inquire,"54,593 mi.",2018,Chevrolet,Malibu,['LT'],(8 mi. from 33186)
"$17,495","55,840 mi.",2017,Hyundai,Tucson,['SE'],delivers to 33186
"$18,991","122,001 mi.",2017,Chevrolet,Express,"['Cargo', 'Van', 'Base']",(10 mi. from 33186)
"$23,999","114,695 mi.",2017,GMC,Sierra,"['1500', 'SLT']",(18 mi. from 33186)
Inquire,"84,999 mi.",2017,Hyundai,Elantra,['SE'],delivers to 33186
Inquire,"84,829 mi.",2017,INFINITI,QX60,['3.5'],(15 mi. from 33186)
Inquire,"144,859 mi.",2016,Honda,Odyssey,['EX-L'],delivers to 33186
Inquire,"89,676 mi.",2016,Nissan,Versa,"['1.6', 'S', 'Plus']",delivers to 33186
"$10,991","151,567 mi.",2015,Toyota,Camry,['LE'],delivers to 33186
"$12,450","109,592 mi.",2015,BMW,4,"['Series', '428i']",(18 mi. from 33186)
"$20,295","47,615 mi.",2015,Nissan,Murano,['SL'],(8 mi. from 33186)
Inquire,"130,012 mi.",2013,Ford,Taurus,['SEL'],delivers to 33186
"$29,991","10,313 mi.",2024,Acura,Integra,"['w/A-Spec', 'Package']",(18 mi. from 33186)
"$32,998","8,574 mi.",2024,Acura,Integra,"['w/A-Spec', 'Technology', 'Package']",(18 mi. from 33186)
"$38,295","2,722 mi.",2024,Acura,Integra,"['w/A-Spec', 'Technology', 'Package']",(10 mi. from 33186)
"$40,797","9,230 mi.",2024,Acura,RDX,['Standard'],(18 mi. from 33186)
"$43,159","4,140 mi.",2024,Acura,RDX,"['Technology', 'Package']",(18 mi. from 33186)
"$45,998","4,414 mi.",2024,Acura,RDX,"['A-Spec', 'Package']",(18 mi. from 33186)
"$48,899","4,694 mi.",2024,Acura,RDX,"['A-Spec', 'Advance', 'Package']",(18 mi. from 33186)
Inquire,"7,247 mi.",2024,Cadillac,XT6,['Luxury'],delivers to 33186
Inquire,90 mi.,2024,Cadillac,CT5,['Luxury'],delivers to 33186
Inquire,"9,856 mi.",2024,Acura,Integra,"['w/A-Spec', 'Package']",(18 mi. from 33186)
Inquire,"14,169 mi.",2024,Acura,Integra,"['w/A-Spec', 'Package']",(18 mi. from 33186)
Inquire,"6,015 mi.",2024,Acura,Integra,"['w/A-Spec', 'Package']",(18 mi. from 33186)
"$25,557","10,593 mi.",2023,Nissan,Rogue,['SV'],(12 mi. from 33186)
"$28,884",310 mi.,2023,Dodge,Charger,['GT'],(8 mi. from 33186)
"$39,777","3,864 mi.",2023,Honda,Ridgeline,"['Black', 'Edition']",(8 mi. from 33186)
"$42,595","12,055 mi.",2023,Mercedes-Benz,C-Class,"['C', '300']",(18 mi. from 33186)
"$59,123","27,420 mi.",2023,GMC,Sierra,"['1500', 'Denali']",(8 mi. from 33186)
"$88,313","1,385 mi.",2023,Mercedes-Benz,E-Class,"['AMG', 'E', '53']",delivers to 33186
Inquire,"3,208 mi.",2023,Lincoln,Navigator,"['Black', 'Label']",(18 mi. from 33186)
"$19,990","15,243 mi.",2022,Mazda,Mazda3,['Select'],delivers to 33186
"$19,990","29,296 mi.",2022,Chevrolet,Trailblazer,['LT'],(27 mi. from 33186)
"$23,099","34,402 mi.",2022,Tesla,Model,"['3', 'Standard', 'Range']",(18 mi. from 33186)
"$23,387","17,044 mi.",2022,Volkswagen,Tiguan,"['SE', 'R-Line', 'Black']",(10 mi. from 33186)
"$26,259","18,728 mi.",2022,Honda,CR-V,['EX'],(18 mi. from 33186)
"$32,996","13,310 mi.",2022,Dodge,Charger,['SXT'],(8 mi. from 33186)
"$36,991","13,095 mi.",2022,Ford,Explorer,['ST-Line'],delivers to 33186
"$38,520","14,972 mi.",2022,Tesla,Model,"['Y', 'Performance']",delivers to 33186
"$43,995","25,235 mi.",2022,INFINITI,QX60,['AUTOGRAPH'],delivers to 33186
"$47,991","8,994 mi.",2022,Ford,Explorer,['ST'],delivers to 33186
"$54,690","12,244 mi.",2022,Mercedes-Benz,GLE,['350'],delivers to 33186
"$146,900","4,582 mi.",2022,Mercedes-Benz,SL,"['AMG', 'SL', '63']",delivers to 33186
"$169,998","4,167 mi.",2022,Porsche,911,"['Carrera', 'GTS']",(26 mi. from 33186)
Inquire,"24,197 mi.",2022,Honda,HR-V,['Sport'],delivers to 33186
Inquire,"81,059 mi.",2022,Toyota,Sienna,['XSE'],(6 mi. from 33186)
Inquire,"59,869 mi.",2022,Ram,2500,"['Big', 'Horn']",(8 mi. from 33186)
Inquire,"85,740 mi.",2022,Toyota,Camry,['SE'],(18 mi. from 33186)
Inquire,"18,085 mi.",2022,Lexus,NX,"['NX', '350', 'Premium']",(18 mi. from 33186)
Inquire,"41,250 mi.",2022,Lexus,ES,"['ES', '350', 'F']",(18 mi. from 33186)
Inquire,"46,855 mi.",2022,Lexus,ES,"['ES', '350', 'F']",(18 mi. from 33186)
"$14,991","72,430 mi.",2021,Chevrolet,Trax,['LS'],delivers to 33186
"$17,995","13,914 mi.",2021,Nissan,Sentra,['SV'],(26 mi. from 33186)
"$18,991","24,198 mi.",2021,Chevrolet,Equinox,['LS'],(10 mi. from 33186)
"$20,595","6,205 mi.",2021,Nissan,Altima,['SR'],(26 mi. from 33186)
"$20,995","25,812 mi.",2021,Nissan,Rogue,['SV'],(26 mi. from 33186)
"$22,511","34,472 mi.",2021,Toyota,Camry,['SE'],(26 mi. from 33186)
"$25,250","34,993 mi.",2021,Cadillac,XT4,"['Premium', 'Luxury']",delivers to 33186
"$26,321","33,221 mi.",2021,Audi,Q3,['Premium'],delivers to 33186
"$28,397","35,658 mi.",2021,Audi,Q3,"['S', 'line', 'Premium']",delivers to 33186
"$28,428","43,355 mi.",2021,Dodge,Charger,['R/T'],delivers to 33186
"$30,110","20,505 mi.",2021,Audi,Q5,['Premium'],delivers to 33186
"$31,890","32,232 mi.",2021,Lexus,NX,"['NX', '300', 'F']",delivers to 33186
"$34,991","33,144 mi.",2021,Ford,F-150,['XL'],delivers to 33186
"$36,292","21,622 mi.",2021,Toyota,Highlander,['XLE'],(10 mi. from 33186)
"$37,991","34,032 mi.",2021,Toyota,Tundra,['SR5'],delivers to 33186
"$39,995","11,675 mi.",2021,Mercedes-Benz,E-Class,"['E', '350']",(18 mi. from 33186)
"$40,995","29,901 mi.",2021,Chevrolet,Silverado,"['1500', 'RST']",(18 mi. from 33186)
"$61,991","45,385 mi.",2021,Land,Rover,"['Range', 'Rover', 'Westminster']",delivers to 33186
"$77,800","20,617 mi.",2021,Land,Rover,"['Range', 'Rover', 'Westminster']",delivers to 33186
Inquire,"51,156 mi.",2021,Ford,F-150,['Lariat'],delivers to 33186
Inquire,"23,912 mi.",2021,BMW,4,"['Series', '430i']",delivers to 33186
Inquire,"64,048 mi.",2021,Toyota,Highlander,['XLE'],(18 mi. from 33186)
Inquire,"35,818 mi.",2021,Lexus,RX,"['RX', '350']",(18 mi. from 33186)
Inquire,"32,003 mi.",2021,Porsche,Macan,['GTS'],(18 mi. from 33186)
Inquire,"25,976 mi.",2021,Acura,RDX,"['Technology', 'Package']",(18 mi. from 33186)
Inquire,"35,117 mi.",2021,INFINITI,Q50,"['3.0t', 'SENSORY']",(26 mi. from 33186)
Inquire,"71,203 mi.",2021,Toyota,Highlander,['L'],(26 mi. from 33186)
"$14,995","54,726 mi.",2020,Hyundai,Elantra,['SE'],delivers to 33186
"$17,991","37,818 mi.",2020,Nissan,Sentra,['SR'],delivers to 33186
"$20,491","46,558 mi.",2020,Toyota,Camry,['SE'],(10 mi. from 33186)
"$20,695","59,466 mi.",2020,Ford,Escape,['SEL'],(26 mi. from 33186)
"$23,817","98,456 mi.",2020,Mercedes-Benz,CLA,['250'],(8 mi. from 33186)
"$24,304","43,218 mi.",2020,Audi,Q3,"['S', 'line', 'Premium']",delivers to 33186
"$24,991","39,059 mi.",2020,Nissan,Frontier,['SV'],(12 mi. from 33186)
"$29,985","40,990 mi.",2020,Chevrolet,Silverado,"['1500', 'LT']",(18 mi. from 33186)
"$29,995","42,677 mi.",2020,Mercedes-Benz,C-Class,"['C', '300']",(18 mi. from 33186)
Inquire,"60,208 mi.",2020,Hyundai,Sonata,['Limited'],(18 mi. from 33186)
Inquire,"67,786 mi.",2020,Hyundai,Sonata,['SEL'],(18 mi. from 33186)
Inquire,"59,332 mi.",2020,Cadillac,CT4,"['Premium', 'Luxury']",(18 mi. from 33186)
Inquire,"62,559 mi.",2020,Toyota,RAV4,['XLE'],(18 mi. from 33186)
Inquire,"65,219 mi.",2020,Chevrolet,Blazer,['2LT'],(18 mi. from 33186)
Inquire,"78,202 mi.",2020,Mercedes-Benz,GLE,['350'],(18 mi. from 33186)
Inquire,"22,241 mi.",2020,Toyota,C-HR,['XLE'],(26 mi. from 33186)
"$17,895","77,277 mi.",2019,Ford,Fusion,['SEL'],(26 mi. from 33186)
"$20,672","61,425 mi.",2019,Volvo,S60,['Momentum'],(26 mi. from 33186)
"$21,695","79,064 mi.",2019,GMC,Acadia,['SLE'],(26 mi. from 33186)
"$31,451","85,132 mi.",2019,Chevrolet,Silverado,"['1500', 'Custom', 'Trail']",delivers to 33186
"$329,998",503 mi.,2019,Rolls-Royce,Dawn,['Standard'],(26 mi. from 33186)
Inquire,"92,688 mi.",2019,Hyundai,Sonata,['SEL'],(18 mi. from 33186)
Inquire,"63,300 mi.",2019,Land,Rover,"['Range', 'Rover', 'Sport']",(18 mi. from 33186)
"$13,785","52,214 mi.",2018,Toyota,Corolla,['L'],(10 mi. from 33186)
"$14,900","82,926 mi.",2018,Nissan,Rogue,['SV'],delivers to 33186
"$16,795","66,877 mi.",2018,Jeep,Compass,['Sport'],(8 mi. from 33186)
"$16,995","67,047 mi.",2018,Hyundai,Sonata,['Sport'],(26 mi. from 33186)
"$18,995","64,008 mi.",2018,Ford,F-150,['XLT'],(6 mi. from 33186)
"$21,992","83,315 mi.",2018,Toyota,Highlander,['LE'],(8 mi. from 33186)
"$24,595","89,352 mi.",2018,Mercedes-Benz,C-Class,"['C', '300']",(26 mi. from 33186)
"$31,999","51,739 mi.",2018,Land,Rover,"['Range', 'Rover', 'Sport']",(18 mi. from 33186)
"$47,900","26,388 mi.",2018,BMW,M4,['Standard'],delivers to 33186
"$149,990","62,399 mi.",2018,Mercedes-Benz,G-Class,"['G', '550', '4x4']",(18 mi. from 33186)
Inquire,"79,985 mi.",2018,Jeep,Compass,['Trailhawk'],(26 mi. from 33186)
"$18,195","43,801 mi.",2017,FIAT,500X,['Lounge'],(26 mi. from 33186)
"$21,335","59,018 mi.",2017,Toyota,RAV4,['SE'],(8 mi. from 33186)
"$21,395","14,279 mi.",2017,Hyundai,Santa,"['Fe', 'Sport', 'Base']",(26 mi. from 33186)
"$23,990","60,400 mi.",2017,Land,Rover,"['Discovery', 'HSE']",(18 mi. from 33186)
"$24,995","65,391 mi.",2017,Mercedes-Benz,GLS,['450'],(26 mi. from 33186)
"$32,991","48,129 mi.",2017,Land,Rover,"['Range', 'Rover', 'Sport']",delivers to 33186
"$239,998","35,901 mi.",2017,Ferrari,488,['Spider'],(26 mi. from 33186)
Inquire,"121,451 mi.",2017,Honda,Civic,['EX'],(18 mi. from 33186)
"$9,900","79,984 mi.",2016,Hyundai,Accent,['SE'],delivers to 33186
"$19,291","74,136 mi.",2016,Mercedes-Benz,E-Class,"['E', '350']",delivers to 33186
Inquire,"120,214 mi.",2016,Ford,Transit,"['Connect', 'Van', 'XL']",(18 mi. from 33186)
Inquire,"66,370 mi.",2016,Ford,Fusion,['SE'],(27 mi. from 33186)
"$6,649","149,311 mi.",2015,Nissan,Pathfinder,['SL'],(18 mi. from 33186)
"$31,500","76,820 mi.",2015,Mercedes-Benz,SL,"['SL', '400']",delivers to 33186
"$79,998","35,848 mi.",2015,Bentley,Continental,"['GT', 'V8']",(26 mi. from 33186)
"$5,500","139,406 mi.",2014,Nissan,Pathfinder,['Platinum'],delivers to 33186
"$13,995","143,312 mi.",2014,Dodge,Durango,['R/T'],(18 mi. from 33186)
Inquire,"201,341 mi.",2014,Ford,F-150,['XL'],(26 mi. from 33186)
"$6,995","77,004 mi.",2013,Nissan,Sentra,['SL'],delivers to 33186
"$22,053","35,211 mi.",2013,Audi,S5,"['Premium', 'Plus']",delivers to 33186
Inquire,"96,134 mi.",2013,Hyundai,Sonata,['GLS'],(27 mi. from 33186)
"$64,998","51,941 mi.",2012,Bentley,Mulsanne,['Standard'],(26 mi. from 33186)
Inquire,"196,684 mi.",2012,Ford,Expedition,['Limited'],delivers to 33186
"$5,995","184,000 mi.",2011,Mercedes-Benz,GL,"['GL', '350']",(18 mi. from 33186)
"$8,991","227,307 mi.",2008,Toyota,FJ,"['Cruiser', 'Base']",(18 mi. from 33186)
"$119,998","9,251 mi.",2008,Lamborghini,Gallardo,['Standard'],(26 mi. from 33186)
"$7,500","154,278 mi.",2004,Toyota,Tundra,['SR5'],(15 mi. from 33186)
"$21,991","2,192 mi.",2024,Nissan,Sentra,['SV'],(12 mi. from 33186)
"$27,540","4,402 mi.",2024,Mazda,CX-30,['Preferred'],delivers to 33186
"$32,703","3,444 mi.",2024,Hyundai,Tucson,"['Hybrid', 'N', 'Line']",(10 mi. from 33186)
"$41,991","16,532 mi.",2024,Chevrolet,Camaro,['2LT'],(10 mi. from 33186)
"$50,544","1,500 mi.",2024,Toyota,Grand,"['Highlander', 'Limited']",(10 mi. from 33186)
"$25,557","11,052 mi.",2023,Nissan,Rogue,['SV'],(12 mi. from 33186)
"$25,957","11,451 mi.",2023,Nissan,Rogue,['SV'],(12 mi. from 33186)
"$26,789","7,210 mi.",2023,Honda,Accord,['EX'],(8 mi. from 33186)
"$29,843","3,880 mi.",2023,Hyundai,IONIQ,"['5', 'SEL']",(10 mi. from 33186)
"$32,802","4,326 mi.",2023,Hyundai,IONIQ,"['5', 'SEL']",(10 mi. from 33186)
"$34,669","4,326 mi.",2023,Volkswagen,Atlas,"['SE', 'with', 'Technology']",(12 mi. from 33186)
"$35,491","7,821 mi.",2023,Toyota,Tacoma,['SR'],delivers to 33186
"$54,991","17,604 mi.",2023,Ram,1500,['Limited'],(12 mi. from 33186)
"$219,998","7,083 mi.",2023,Bentley,Continental,"['GT', 'V8']",(26 mi. from 33186)
"$299,998","1,734 mi.",2023,Bentley,Continental,"['GT', 'Azure']",(26 mi. from 33186)
"$449,998","5,201 mi.",2023,Rolls-Royce,Cullinan,"['Black', 'Badge']",(26 mi. from 33186)
